headline_text,sentiment_label,alpha_signal_score
Central bank raises benchmark interest rate by 50 bps triggering market selloff,Bearish,-1.421
Central bank raises benchmark interest rate by 50 bps triggering market selloff,Bearish,-1.614
Central bank raises benchmark interest rate by 50 bps triggering market selloff,Bearish,-1.586
Central bank raises benchmark interest rate by 50 bps triggering market selloff,Bearish,-1.558
Central bank raises benchmark interest rate by 50 bps triggering market selloff,Bearish,-1.588
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.139
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.968
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.251
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.123
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.322
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.94
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.469
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.85
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.31
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.658
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.268
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.47
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.09
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.463
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.412
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.772
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.413
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.906
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.696
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.11
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.104
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.194
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.542
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.312
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.301
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.59
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.924
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.081
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.355
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.293
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.248
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.81
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.362
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.47
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.55
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.37
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.851
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.14
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.443
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.157
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.95
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.069
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.285
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.462
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.125
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.202
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.076
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.141
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.038
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.434
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.971
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.251
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.781
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.472
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.866
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.251
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.463
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.421
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.38
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.194
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.169
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.443
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.306
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.764
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.868
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.191
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.29
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.27
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.147
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.556
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.364
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.717
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.2
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.138
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.421
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.907
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.606
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.666
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.244
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.038
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.879
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.415
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.03
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.31
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.343
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.079
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.137
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.694
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.931
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-1.955
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.456
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.201
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.176
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.235
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.438
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.468
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.306
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.007
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.164
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.393
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.107
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-3.012
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.013
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.735
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.391
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.58
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.624
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.01
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.417
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.213
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.312
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.181
Automaker announces massive global recall of 650000 vehicles due to battery defect,Bearish,-2.281
